City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Vardo,NO,2021-05-21 14:23:20,70.3705,31.1107,35.35,93,90,18.41
272,Kruisfontein,ZA,2021-05-21 14:23:20,-34.0033,24.7314,57.88,70,43,19.82
273,Parrita,CR,2021-05-21 14:19:24,9.5201,-84.3225,89.06,71,12,0.47
274,Seymchan,RU,2021-05-21 14:23:21,62.8833,152.4333,37.47,67,48,6.44
275,Dunedin,NZ,2021-05-21 14:23:21,-45.8742,170.5036,48.79,65,17,1.99
276,Russkiy Aktash,RU,2021-05-21 14:23:22,55.0384,52.1214,74.55,61,41,12.37
277,Guanare,VE,2021-05-21 14:23:22,9.0418,-69.7421,86.02,74,100,5.75
278,Raudeberg,NO,2021-05-21 14:23:22,61.9875,5.1352,55.18,77,81,21.12
279,Kirakira,SB,2021-05-21 14:23:23,-10.4544,161.9205,77.9,87,86,5.53
280,Lufkin,US,2021-05-21 14:23:23,31.3382,-94.7291,73.51,98,75,6.4
281,Ossora,RU,2021-05-21 14:23:23,59.2353,163.0719,32.74,93,100,6.46
282,La Ronge,CA,2021-05-21 14:23:24,55.1001,-105.2842,35.82,64,90,8.05
283,Kawalu,ID,2021-05-21 14:23:24,-7.3817,108.2082,73.02,97,41,1.19
284,Lebaksiu,ID,2021-05-21 14:23:25,-7.0496,109.1441,80.62,88,12,4.47
285,Salalah,OM,2021-05-21 14:23:25,17.0151,54.0924,87.89,74,0,11.5
286,Melito Di Porto Salvo,IT,2021-05-21 14:23:26,37.9222,15.7714,74.53,46,100,0.47
287,Bandarbeyla,SO,2021-05-21 14:23:26,9.4942,50.8122,83.05,69,100,30.82
288,Sesheke,ZM,2021-05-21 14:23:26,-17.4759,24.2968,84.36,18,0,5.57
289,Kununurra,AU,2021-05-21 14:23:27,-15.7667,128.7333,67.98,77,5,0.0
290,Srednekolymsk,RU,2021-05-21 14:23:27,67.45,153.6833,32.56,95,100,4.52
291,Petauke,ZM,2021-05-21 14:23:28,-14.2426,31.3253,79.84,25,2,4.36
292,Buzmeyin,TM,2021-05-21 14:23:28,38.0507,58.2056,98.33,10,0,6.35
293,Celestun,MX,2021-05-21 14:23:28,20.8667,-90.4,79.12,84,83,8.93
